9.695582733266063791e-01	-1.187179910078895340e+00
-3.463189865889512720e-01	-7.702560263822424425e-01
-3.702108905014098172e-01	-2.551115732576114681e-01
1.387786022352535564e+00	-1.662587694732893182e-02
-1.680466274462673881e-01	-8.646315806392415038e-01
-5.719524327233243000e-01	-1.266253644218908181e-01
-4.161394622671817367e-01	-9.504322642349443129e-01
1.443648844806551201e+00	-5.130951037514195345e-01
6.368251759115252097e-01	-7.991400675227134931e-01
-6.587191908656285788e-01	-5.282976489860826685e-01
1.714967997162002211e+00	3.367457066107722441e-01
-5.229766078461342005e-01	-6.883663936326613053e-02
-1.684042238292852434e-01	9.467089078748218423e-02
-1.357460874656953864e-01	-1.466969077329185467e-01
-7.546252696298715312e-01	9.132357556677164201e-01
-7.703692074593656569e-01	7.553334287418305149e-01
7.552287843274538837e-01	-5.775868871447047415e-01
-1.021866987392602510e+00	2.011107378819106117e-01
5.717888797879228102e-01	6.349286709093243664e-01
3.730002556131918334e-01	7.088979730040053662e-01
-3.396558498058575015e-01	2.542842882091480572e-01
-4.312653582269128094e-01	1.049788165905110038e+00
6.687460860091530845e-01	1.659354377278597470e+00
-7.867817976760198562e-01	-8.973802259780980783e-01
-6.047415393769306480e-01	-7.617097159581501797e-01
-3.437081178430005379e-01	5.542446882110791950e-01
4.926574787446633685e-01	6.353790199760174229e-01
-5.660219108345014849e-01	1.251545550640459081e-01
-3.665725026266779957e-02	5.404775341524615806e-01
